landingPagePlusQueryString,activeUsers,newUsers,sessions,engagedSessions,engagementRate,averageSessionDuration,keyEvents
/form-10ab-delay-condonation-80g-approval/,3,3,3,1,0.33333333333333331,201.38765333333333,0
/madras-hc-composite-gst-scn-judgment/,3,3,3,2,0.66666666666666663,136.075893,0
/patna-high-court-gst-itc-bill-to-ship-to-judgment-2025/,3,3,3,3,1,111.44764933333333,0
/big-relief-for-taxpayers-whose-gst-number-got-canceled-due-to-non-filing-of-gst-returns/,2,3,2,2,1,443.2275015,1
/contact-us/,2,0,2,2,1,18.8321795,5
/due-date/august/,2,2,2,0,0,0,0
/june-2026-important-due-dates/,2,2,2,2,1,213.981073,0
/kerala-high-court-gst-itc-reporting-error-section-73-relief/,2,2,2,2,1,216.668572,0
/new-income-tax-rules-for-non-residents-operating-cruise-ships-in-india/,2,2,2,2,1,44.8477795,0
/notes-section-8-company-and-trust/,2,2,2,0,0,0,0
/patna-high-court-section-77-gst-refund-wrong-head-tax-payment/,2,3,2,2,1,265.340031,0
/when-can-i-expect-my-itr-refund/,2,2,2,2,1,270.912202,0
/9-principles-of-accounting-while-writing-books/,1,1,1,1,1,60.123819,0
/allahabad-hc-gst-assessment-quashed/,1,1,1,1,1,884.735853,0
/allahabad-high-court-gst-demand-beyond-show-cause-notice-quashed/,1,1,1,0,0,0,0
/audit-services/,1,0,2,1,0.5,77.463139,0
/blog-the-ultimate-guide-to-form-10bd-ngo-compliance-rules-penalties-and-the-transition-to-form-113/,1,2,2,1,0.5,160.1224745,0
/cbdt-sets-monetary-limit-of-the-authority-in-reduction-waiver-of-interest-under-section-2202-of-the-income-tax-act/,1,1,1,1,1,123.951572,0
/gst-amnesty-scheme-2023/,1,1,1,1,1,25.456292,0
/guidance-note-on-provisions-of-direct-tax-vivad-se-vishwas-scheme-2024/,1,1,1,0,0,0,0
/gujarat-hc-gst-demand-dissolved-company/,1,1,1,1,1,7.418919,0
/gujarat-high-court-gst-refund-compensation-cess-itc-coal-exports/,1,1,1,0,0,0,0
/kerala-high-court-ima-gst-mutuality-judgment/,1,2,1,1,1,6.113778,0
/llp-annual-filing/,1,1,1,0,0,0,0
/manage-business/llp-roc-return-filing-form-11-form-8/,1,1,1,0,0,6.74721,0
/supreme-court-gst-summons-vs-proceedings-section-6-2b/,1,1,1,1,1,549.280643,1
/what-is-an-mis-report-definition-types-importance-and-benefits/,1,1,1,0,0,0,0
/section-8-company-registration/,0,0,1,0,0,0,0
